Airport,Terminal,Date,Hour,U.S. Citizen,,Non U.S. Citizen,,All,,,,,,,,,,,,
,,,,,,,,Wait Times,,Number Of Passengers Time Interval,,,,,,,,,,
,,,,Average Wait,Max Wait,Average Wait,Max Wait,Average Wait,Max Wait,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
,,,,Time,Time,Time,Time,Time,Time,,,,,,,,,,,
ORD,Terminal 5,07-11-2017,1600 - 1700,13,43,31,50,16,50,316,172,57,12,0,0,0,19,576,4,23
ORD,Terminal 5,07-11-2017,1700 - 1800,11,47,20,49,15,49,559,229,87,23,0,0,0,61,959,5,22
ORD,Terminal 5,07-11-2017,1800 - 1900,9,29,11,29,10,29,1761,369,0,0,0,0,0,67,2197,10,26
ORD,Terminal 5,07-11-2017,1900 - 2000,9,26,10,26,9,26,694,146,0,0,0,0,0,27,867,4,16
ORD,Terminal 5,07-11-2017,2100 - 2200,8,22,10,21,8,22,338,51,0,0,0,0,0,28,417,3,14
ORD,Terminal 5,07-11-2017,2300 - 0000,9,24,10,25,9,25,360,127,0,0,0,0,0,12,499,3,14
ORD,Terminal 5,07-12-2017,0000 - 0100,5,12,6,14,6,14,140,0,0,0,0,0,0,5,145,1,13
ORD,Terminal 5,07-12-2017,0100 - 0200,14,27,14,27,14,27,197,188,0,0,0,0,0,13,398,2,13
ORD,Terminal 5,07-12-2017,0400 - 0500,8,34,10,28,8,34,112,22,3,0,0,0,0,6,143,1,5
ORD,Terminal 5,07-12-2017,0500 - 0600,14,49,32,60,24,60,52,28,36,19,0,0,0,5,140,1,7
ORD,Terminal 5,07-12-2017,0600 - 0700,5,24,21,40,19,40,116,74,73,0,0,0,0,6,269,1,12
ORD,Terminal 5,07-12-2017,0700 - 0800,15,70,22,71,20,71,148,90,15,17,22,0,0,16,308,1,13
ORD,Terminal 5,07-12-2017,0900 - 1000,6,19,6,19,6,19,215,16,0,0,0,0,0,5,236,1,12
ORD,Terminal 5,07-12-2017,1000 - 1100,17,31,22,34,18,34,159,216,21,0,0,0,0,17,413,2,15
ORD,Terminal 5,07-12-2017,1100 - 1200,6,37,14,35,10,37,600,192,4,0,0,0,0,33,829,4,19
ORD,Terminal 5,07-12-2017,1200 - 1300,16,35,20,38,18,38,250,374,52,0,0,0,0,29,705,3,21
ORD,Terminal 5,07-12-2017,1300 - 1400,13,57,22,75,18,75,1151,555,339,90,31,0,0,80,2246,10,29
ORD,Terminal 5,07-12-2017,1400 - 1500,19,94,38,127,26,127,1239,367,254,296,317,23,3,101,2600,12,23
ORD,Terminal 5,07-12-2017,1500 - 1600,23,82,46,101,33,101,623,346,442,333,318,6,0,102,2170,9,26
ORD,Terminal 5,07-12-2017,1600 - 1700,11,52,33,66,20,66,589,224,216,137,14,0,0,38,1218,5,27
ORD,Terminal 5,07-12-2017,1700 - 1800,10,72,30,75,20,75,949,318,133,145,84,0,0,60,1689,7,31
ORD,Terminal 5,07-12-2017,1800 - 1900,17,48,23,50,18,50,577,476,180,16,0,0,0,57,1306,7,19
ORD,Terminal 5,07-12-2017,1900 - 2000,7,20,9,19,8,20,438,54,0,0,0,0,0,24,516,3,21
ORD,Terminal 5,07-12-2017,2000 - 2100,12,55,9,54,11,55,514,125,46,18,0,0,0,26,729,3,15
ORD,Terminal 5,07-12-2017,2100 - 2200,14,47,20,47,16,47,242,130,66,2,0,0,0,13,453,2,12
ORD,Terminal 5,07-12-2017,2300 - 0000,15,54,22,64,18,64,215,98,56,29,4,0,0,20,422,3,9
ORD,Terminal 5,7/13/2017,0000 - 0100,10,74,24,77,16,77,472,145,91,15,32,0,0,32,809,6,24
ORD,Terminal 5,7/13/2017,0300 - 0400,22,35,24,35,23,35,33,86,42,0,0,0,0,8,169,1,7
ORD,Terminal 5,7/13/2017,0400 - 0500,3,26,8,26,5,26,123,8,0,0,0,0,0,5,136,2,5
ORD,Terminal 5,7/13/2017,0500 - 0600,8,30,14,30,12,30,91,58,0,0,0,0,0,6,155,1,9
ORD,Terminal 5,7/13/2017,0600 - 0700,4,32,29,50,24,50,102,40,89,32,0,0,0,5,268,1,12
ORD,Terminal 5,7/13/2017,0800 - 0900,5,19,9,21,8,21,189,34,0,0,0,0,0,7,230,1,11
ORD,Terminal 5,7/13/2017,0900 - 1000,5,60,21,65,16,65,431,129,44,58,21,0,0,28,711,4,13
ORD,Terminal 5,7/13/2017,1000 - 1100,11,57,35,68,19,68,502,116,66,98,32,0,0,31,845,4,16
ORD,Terminal 5,7/13/2017,1100 - 1200,15,49,23,56,21,56,106,75,72,12,0,0,0,10,275,2,18
ORD,Terminal 5,7/13/2017,1200 - 1300,13,54,26,60,18,60,568,455,179,31,0,0,0,50,1283,6,24
ORD,Terminal 5,7/13/2017,1300 - 1400,7,42,17,45,10,45,1515,425,67,0,0,0,0,79,2086,9,26
ORD,Terminal 5,7/13/2017,1400 - 1500,15,111,39,140,26,140,1063,494,392,182,151,44,20,97,2443,11,26
ORD,Terminal 5,7/13/2017,1500 - 1600,15,101,54,120,32,120,664,243,100,99,269,91,0,52,1518,6,28
ORD,Terminal 5,7/13/2017,1600 - 1700,14,65,35,83,21,83,807,381,201,130,69,0,0,64,1652,9,25
ORD,Terminal 5,7/13/2017,1700 - 1800,11,37,15,40,12,40,838,366,36,0,0,0,0,52,1292,7,21
ORD,Terminal 5,7/13/2017,1800 - 1900,17,41,19,41,18,41,506,585,150,0,0,0,0,56,1297,6,21
ORD,Terminal 5,7/13/2017,1900 - 2000,8,37,11,45,9,45,821,153,13,0,0,0,0,40,1027,5,18
ORD,Terminal 5,7/13/2017,2000 - 2100,17,58,30,63,23,63,259,336,143,66,8,0,0,41,853,3,20
ORD,Terminal 5,7/13/2017,2100 - 2200,6,24,13,27,10,27,335,111,0,0,0,0,0,15,461,2,13
ORD,Terminal 5,7/13/2017,2300 - 0000,17,44,23,44,20,44,147,111,91,0,0,0,0,21,370,2,11
ORD,Terminal 5,7/14/2017,0000 - 0100,13,32,16,32,15,32,226,183,11,0,0,0,0,18,438,3,11
ORD,Terminal 5,7/14/2017,0400 - 0500,6,17,8,17,7,17,125,6,0,0,0,0,0,6,137,1,4
ORD,Terminal 5,7/14/2017,0500 - 0600,7,25,12,26,11,26,93,55,0,0,0,0,0,5,153,1,9
ORD,Terminal 5,7/14/2017,0600 - 0700,3,19,13,25,10,25,177,87,0,0,0,0,0,5,269,1,12
ORD,Terminal 5,7/14/2017,0800 - 0900,5,14,7,16,6,16,168,2,0,0,0,0,0,6,176,1,8
ORD,Terminal 5,7/14/2017,0900 - 1000,6,29,23,71,17,71,530,119,71,77,31,0,0,30,858,4,11
ORD,Terminal 5,7/14/2017,1000 - 1100,13,35,32,49,17,49,202,217,39,25,0,0,0,25,508,3,8
ORD,Terminal 5,7/14/2017,1100 - 1200,10,62,32,85,20,85,654,166,85,119,68,0,0,60,1152,6,25
ORD,Terminal 5,7/14/2017,1200 - 1300,22,148,78,183,54,183,258,184,100,111,235,159,89,46,1182,6,25
ORD,Terminal 5,7/14/2017,1300 - 1400,25,144,78,152,41,152,575,635,245,198,164,201,133,103,2254,10,30
ORD,Terminal 5,7/14/2017,1400 - 1500,25,139,88,158,50,158,552,619,331,148,150,171,374,98,2443,11,34
ORD,Terminal 5,7/14/2017,1500 - 1600,20,146,86,163,48,163,465,185,104,48,166,120,155,50,1293,5,30
ORD,Terminal 5,7/14/2017,1600 - 1700,27,86,65,120,42,120,285,105,76,256,178,90,0,40,1030,5,36
ORD,Terminal 5,7/14/2017,1700 - 1800,34,76,51,84,40,84,171,84,449,360,141,0,0,40,1245,8,32
ORD,Terminal 5,7/14/2017,1800 - 1900,28,61,39,65,32,65,287,450,883,302,15,0,0,60,1997,9,37
ORD,Terminal 5,7/14/2017,1900 - 2000,11,34,15,39,12,39,596,325,15,0,0,0,0,34,970,4,30
ORD,Terminal 5,7/14/2017,2000 - 2100,10,24,16,32,13,32,330,165,6,0,0,0,0,15,516,2,27
ORD,Terminal 5,7/14/2017,2100 - 2200,6,16,8,19,7,19,179,19,0,0,0,0,0,7,205,1,14
ORD,Terminal 5,7/14/2017,2200 - 2300,20,38,22,38,21,38,43,78,30,0,0,0,0,3,154,1,6
ORD,Terminal 5,7/15/2017,0000 - 0100,10,30,10,30,10,30,312,125,0,0,0,0,0,15,452,3,11
ORD,Terminal 5,7/15/2017,0400 - 0500,4,17,6,17,5,17,141,5,0,0,0,0,0,3,149,1,6
ORD,Terminal 5,7/15/2017,0500 - 0600,18,40,25,46,22,46,68,40,44,3,0,0,0,5,160,1,6
ORD,Terminal 5,7/15/2017,0600 - 0700,1,18,16,31,12,31,145,104,5,0,0,0,0,7,261,1,11
ORD,Terminal 5,7/15/2017,0700 - 0800,11,39,21,48,19,48,124,105,70,1,0,0,0,10,310,1,12
ORD,Terminal 5,7/15/2017,0800 - 0900,3,11,13,27,10,27,134,58,0,0,0,0,0,9,201,1,11
ORD,Terminal 5,7/15/2017,0900 - 1000,10,39,15,46,13,46,366,195,31,1,0,0,0,26,619,3,12
ORD,Terminal 5,7/15/2017,1000 - 1100,8,38,16,39,12,39,525,227,34,0,0,0,0,25,811,4,15
ORD,Terminal 5,7/15/2017,1100 - 1200,7,24,17,33,12,33,215,110,7,0,0,0,0,13,345,2,15
ORD,Terminal 5,7/15/2017,1200 - 1300,20,87,38,88,28,88,597,328,166,169,202,0,0,61,1523,8,24
ORD,Terminal 5,7/15/2017,1300 - 1400,16,84,50,114,31,114,521,283,125,163,242,16,0,51,1401,7,32
ORD,Terminal 5,7/15/2017,1400 - 1500,22,106,60,127,39,127,673,575,228,94,406,211,20,98,2305,11,32
ORD,Terminal 5,7/15/2017,1500 - 1600,22,90,54,98,33,98,508,471,299,150,248,47,0,70,1793,9,29
ORD,Terminal 5,7/15/2017,1600 - 1700,17,82,47,87,27,87,767,514,315,190,218,0,0,80,2084,10,31
ORD,Terminal 5,7/15/2017,1700 - 1800,16,81,41,83,24,83,681,570,241,116,124,0,0,78,1810,9,28
ORD,Terminal 5,7/15/2017,1800 - 1900,13,74,34,79,18,79,933,583,63,54,83,0,0,60,1776,9,26
ORD,Terminal 5,7/15/2017,1900 - 2000,21,79,40,78,27,79,416,663,254,121,143,0,0,56,1653,8,20
ORD,Terminal 5,7/15/2017,2000 - 2100,4,32,19,32,9,32,175,46,10,0,0,0,0,7,238,1,15
ORD,Terminal 5,7/15/2017,2100 - 2200,10,22,11,22,10,22,339,101,0,0,0,0,0,17,457,2,12
ORD,Terminal 5,7/15/2017,2200 - 2300,9,25,11,26,10,26,115,33,0,0,0,0,0,8,156,1,7
ORD,Terminal 5,7/15/2017,2300 - 0000,10,42,15,42,11,42,220,77,16,0,0,0,0,12,325,2,8
ORD,Terminal 5,7/16/2017,0000 - 0100,16,37,21,40,18,40,130,111,59,0,0,0,0,9,309,2,9
ORD,Terminal 5,7/16/2017,0500 - 0600,6,34,17,40,9,40,210,25,27,0,0,0,0,9,271,2,8
ORD,Terminal 5,7/16/2017,0600 - 0700,13,76,30,76,27,76,195,115,191,73,21,0,0,15,610,2,16
ORD,Terminal 5,7/16/2017,0800 - 0900,4,16,11,27,10,27,151,70,0,0,0,0,0,4,225,1,11
ORD,Terminal 5,7/16/2017,0900 - 1000,9,64,30,78,27,78,168,97,80,58,40,0,0,11,454,2,11
ORD,Terminal 5,7/16/2017,1000 - 1100,7,39,20,43,15,43,303,133,70,0,0,0,0,19,525,3,14
ORD,Terminal 5,7/16/2017,1100 - 1200,19,64,31,69,24,69,555,378,356,131,47,0,0,67,1534,8,22
ORD,Terminal 5,7/16/2017,1200 - 1300,20,47,22,50,21,50,294,410,205,13,0,0,0,41,963,4,24
ORD,Terminal 5,7/16/2017,1300 - 1400,21,65,27,65,24,65,750,635,433,237,12,0,0,87,2154,11,29
ORD,Terminal 5,7/16/2017,1400 - 1500,21,95,32,93,26,95,910,670,446,341,119,4,0,97,2587,10,24
ORD,Terminal 5,7/16/2017,1500 - 1600,14,129,70,161,46,161,860,408,121,140,323,269,222,95,2438,10,28
ORD,Terminal 5,7/16/2017,1600 - 1700,36,115,61,116,46,116,296,135,109,143,378,72,0,43,1176,7,27
ORD,Terminal 5,7/16/2017,1700 - 1800,21,58,34,56,23,58,300,344,155,127,0,0,0,32,958,5,32
ORD,Terminal 5,7/16/2017,1800 - 1900,18,47,21,47,19,47,720,625,358,12,0,0,0,74,1789,8,24
ORD,Terminal 5,7/16/2017,1900 - 2000,15,39,15,45,15,45,920,538,170,0,0,0,0,80,1708,7,24
ORD,Terminal 5,7/16/2017,2000 - 2100,10,25,14,27,11,27,296,110,0,0,0,0,0,10,416,2,19
ORD,Terminal 5,7/16/2017,2300 - 0000,10,29,16,34,12,34,179,77,15,0,0,0,0,8,279,2,9
ORD,Terminal 5,7/17/2017,0000 - 0100,17,35,21,36,18,36,107,182,29,0,0,0,0,10,328,2,9
ORD,Terminal 5,7/17/2017,0400 - 0500,4,19,5,19,4,19,135,6,0,0,0,0,0,3,144,1,5
ORD,Terminal 5,7/17/2017,0500 - 0600,10,29,14,29,12,29,96,36,0,0,0,0,0,8,140,1,7
ORD,Terminal 5,7/17/2017,0600 - 0700,15,68,31,69,27,69,216,94,124,90,38,0,0,25,587,2,14
ORD,Terminal 5,7/17/2017,0800 - 0900,7,23,9,27,8,27,353,78,0,0,0,0,0,15,446,2,10
ORD,Terminal 5,7/17/2017,0900 - 1000,11,61,36,88,27,88,387,184,84,106,127,0,0,39,927,4,17
ORD,Terminal 5,7/17/2017,1000 - 1100,5,26,36,78,23,78,201,23,1,110,15,0,0,12,362,3,17
ORD,Terminal 5,7/17/2017,1100 - 1200,6,32,14,35,9,35,321,49,18,0,0,0,0,17,405,2,17
ORD,Terminal 5,7/17/2017,1200 - 1300,15,54,28,63,21,63,755,409,303,148,11,0,0,65,1691,8,24
ORD,Terminal 5,7/17/2017,1300 - 1400,18,64,32,87,25,87,617,441,262,188,80,0,0,65,1653,7,30
ORD,Terminal 5,7/17/2017,1400 - 1500,18,86,38,109,27,109,1040,881,420,272,269,24,0,111,3017,14,28
ORD,Terminal 5,7/17/2017,1500 - 1600,18,98,60,101,39,101,665,342,156,111,586,85,0,64,2009,8,30
ORD,Terminal 5,7/17/2017,1600 - 1700,16,56,32,63,20,63,364,288,120,38,3,0,0,35,848,5,24
ORD,Terminal 5,7/17/2017,1700 - 1800,12,47,14,47,13,47,1143,356,149,10,0,0,0,66,1724,9,31
ORD,Terminal 5,7/17/2017,1800 - 1900,15,53,14,52,14,53,1167,572,139,16,0,0,0,68,1962,8,21
ORD,Terminal 5,7/17/2017,1900 - 2000,12,36,17,41,14,41,548,317,58,0,0,0,0,31,954,4,23
ORD,Terminal 5,7/17/2017,2000 - 2100,8,42,17,42,12,42,423,143,39,0,0,0,0,24,629,3,13
ORD,Terminal 5,7/17/2017,2300 - 0000,8,29,15,32,11,32,190,80,4,0,0,0,0,8,282,2,11
ORD,Terminal 5,7/18/2017,0000 - 0100,7,19,9,19,8,19,289,20,0,0,0,0,0,14,323,2,11
ORD,Terminal 5,7/18/2017,0400 - 0500,4,13,5,13,5,13,140,0,0,0,0,0,0,5,145,1,7
ORD,Terminal 5,7/18/2017,0600 - 0700,5,20,15,38,12,38,282,102,27,0,0,0,0,15,426,2,11
ORD,Terminal 5,7/18/2017,0700 - 0800,16,79,42,83,35,83,76,55,57,65,42,0,0,9,304,1,10
ORD,Terminal 5,7/18/2017,0800 - 0900,21,34,22,35,22,35,60,336,39,0,0,0,0,24,459,3,10
ORD,Terminal 5,7/18/2017,0900 - 1000,13,80,35,91,28,91,287,152,126,45,96,1,0,25,732,4,20
ORD,Terminal 5,7/18/2017,1000 - 1100,12,76,44,81,23,81,314,83,57,49,68,0,0,20,591,3,16
ORD,Terminal 5,7/18/2017,1100 - 1200,7,33,13,33,9,33,329,81,7,0,0,0,0,12,429,2,15
ORD,Terminal 5,7/18/2017,1200 - 1300,11,31,18,36,15,36,495,401,29,0,0,0,0,31,956,5,22
ORD,Terminal 5,7/18/2017,1300 - 1400,15,58,20,58,17,58,1577,1185,432,50,0,0,0,133,3377,15,35
ORD,Terminal 5,7/18/2017,1400 - 1500,17,111,27,116,21,116,521,569,158,58,30,17,0,45,1398,6,32
ORD,Terminal 5,7/18/2017,1500 - 1600,27,144,39,145,33,145,510,436,422,237,170,48,12,62,1897,8,29
ORD,Terminal 5,7/18/2017,1600 - 1700,23,65,33,67,27,67,218,285,405,55,17,0,0,38,1018,6,29
ORD,Terminal 5,7/18/2017,1700 - 1800,13,45,27,65,17,65,822,545,152,53,12,0,0,62,1646,8,24
ORD,Terminal 5,7/18/2017,1800 - 1900,15,52,28,56,19,56,498,501,157,51,0,0,0,54,1261,6,22
ORD,Terminal 5,7/18/2017,1900 - 2000,12,41,19,41,14,41,776,476,96,0,0,0,0,51,1399,6,17
